Topic,Characteristics,Total,Male,Female
Household characteristics,2 household maintainers,101615,,
Household characteristics,3 or more household maintainers,6490,,
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,227905,,
Household characteristics,15 to 24 years,2560,,
Household characteristics,25 to 34 years,25430,,
Household characteristics,35 to 44 years,42405,,
Household characteristics,45 to 54 years,55920,,
Household characteristics,55 to 64 years,48680,,
Household characteristics,65 to 74 years,30790,,
Household characteristics,75 to 84 years,16435,,
Household characteristics,85 years and over,5685,,
Household characteristics,Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data,226605,,
Household characteristics,Spending less than 30% of income on shelter costs,169715,,
Household characteristics,Spending 30% or more of income on shelter costs,56895,,
Household characteristics,30% to less than 100%,51055,,
Household characteristics,Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data,183910,,
Household characteristics,% of owner households with a mortgage,68.6,,
Household characteristics,% of owner households spending 30% or more of its income on shelter costs,19.9,,
Household characteristics,Median monthly shelter costs for owned dwellings ($),1599,,
Household characteristics,Average monthly shelter costs for owned dwellings ($),1622,,
Household characteristics,Median value of dwellings ($),450398,,
Household characteristics,Average value of dwellings ($),503610,,
Household characteristics,Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data,42855,,
Household characteristics,% of tenant households in subsidized housing,14.8,,
Household characteristics,% of tenant households spending 30% or more of its income on shelter costs,47.7,,
Household characteristics,Median monthly shelter costs for rented dwellings ($),1083,,
Household characteristics,Average monthly shelter costs for rented dwellings ($),1142,,
Highest certificate; diploma or degree,Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data,523485,252970,270515
Highest certificate; diploma or degree,No certificate; diploma or degree,84835,43070,41765
Highest certificate; diploma or degree,Secondary (high) school diploma or equivalency certificate,156585,76635,79950
Highest certificate; diploma or degree,Postsecondary certificate; diploma or degree,282065,133255,148805
Highest certificate; diploma or degree,Apprenticeship or trades certificate or diploma,34375,25350,9025
Highest certificate; diploma or degree,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,15760,9875,5885
Highest certificate; diploma or degree,Certificate of Apprenticeship or Certificate of Qualification,18610,15475,3140
Highest certificate; diploma or degree,College; CEGEP or other non-university certificate or diploma,131710,56675,75035
Highest certificate; diploma or degree,University certificate or diploma below bachelor level,10470,4670,5800
Highest certificate; diploma or degree,University certificate; diploma or degree at bachelor level or above,105505,46560,58940
Highest certificate; diploma or degree,Bachelor's degree,77465,33310,44160
Highest certificate; diploma or degree,University certificate or diploma above bachelor level,7400,3015,4385
Highest certificate; diploma or degree,Degree in medicine; dentistry; veterinary medicine or optometry,2115,1040,1075
Highest certificate; diploma or degree,Master's degree,16865,8165,8700
Highest certificate; diploma or degree,Earned doctorate,1660,1040,625
Highest certificate; diploma or degree,Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data,349335,168375,180960
Highest certificate; diploma or degree,No certificate; diploma or degree,30935,17540,13390
Highest certificate; diploma or degree,Secondary (high) school diploma or equivalency certificate,94555,47640,46910
Highest certificate; diploma or degree,Postsecondary certificate; diploma or degree,223845,103185,120660
Highest certificate; diploma or degree,Apprenticeship or trades certificate or diploma,23900,17720,6180
Highest certificate; diploma or degree,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,11010,6945,4065
Highest certificate; diploma or degree,Certificate of Apprenticeship or Certificate of Qualification,12890,10780,2110
Highest certificate; diploma or degree,College; CEGEP or other non-university certificate or diploma,105310,45030,60280
Highest certificate; diploma or degree,University certificate or diploma below bachelor level,7760,3375,4385
Highest certificate; diploma or degree,University certificate; diploma or degree at bachelor level or above,86875,37060,49815
Highest certificate; diploma or degree,Bachelor's degree,63180,26445,36735
Highest certificate; diploma or degree,University certificate or diploma above bachelor level,6110,2305,3800
Highest certificate; diploma or degree,Degree in medicine; dentistry; veterinary medicine or optometry,1740,805,935
Highest certificate; diploma or degree,Master's degree,14540,6750,7795
Highest certificate; diploma or degree,Earned doctorate,1310,755,555
Major field of study - Classification of Instructional Programs (CIP) 2016,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,523480,252970,270515
Major field of study - Classification of Instructional Programs (CIP) 2016,No postsecondary certificate; diploma or degree,241425,119715,121710
Major field of study - Classification of Instructional Programs (CIP) 2016,Education,16255,3655,12600
Major field of study - Classification of Instructional Programs (CIP) 2016,13. Education,16260,3655,12600
Major field of study - Classification of Instructional Programs (CIP) 2016,Visual and performing arts; and communications technologies,10865,5225,5645
Major field of study - Classification of Instructional Programs (CIP) 2016,10. Communications technologies/technicians and support services,2395,1820,575
Major field of study - Classification of Instructional Programs (CIP) 2016,50. Visual and performing arts,8470,3405,5070
Major field of study - Classification of Instructional Programs (CIP) 2016,Humanities,13475,4830,8645
Major field of study - Classification of Instructional Programs (CIP) 2016,16. Aboriginal and foreign languages; literatures and linguistics,955,195,760
Major field of study - Classification of Instructional Programs (CIP) 2016,23. English language and literature/letters,3620,855,2770
Major field of study - Classification of Instructional Programs (CIP) 2016,24. Liberal arts and sciences; general studies and humanities,3750,1185,2565
Major field of study - Classification of Instructional Programs (CIP) 2016,30A Interdisciplinary humanities,95,45,45
Major field of study - Classification of Instructional Programs (CIP) 2016,38. Philosophy and religious studies,805,480,330
Major field of study - Classification of Instructional Programs (CIP) 2016,39. Theology and religious vocations,1345,830,520
Major field of study - Classification of Instructional Programs (CIP) 2016,54. History,2350,1200,1145
Major field of study - Classification of Instructional Programs (CIP) 2016,55. French language and literature/letters,545,45,500
Major field of study - Classification of Instructional Programs (CIP) 2016,Social and behavioural sciences and law,37325,10570,26755
Major field of study - Classification of Instructional Programs (CIP) 2016,05. Area; ethnic; cultural; gender; and group studies,380,45,330
Major field of study - Classification of Instructional Programs (CIP) 2016,09. Communication; journalism and related programs,4240,1670,2570
Major field of study - Classification of Instructional Programs (CIP) 2016,19. Family and consumer sciences/human sciences,7300,465,6835
Major field of study - Classification of Instructional Programs (CIP) 2016,22. Legal professions and studies,7060,1485,5580
Major field of study - Classification of Instructional Programs (CIP) 2016,30B Interdisciplinary social and behavioural sciences,695,110,585
Major field of study - Classification of Instructional Programs (CIP) 2016,42. Psychology,5525,1175,4350
Major field of study - Classification of Instructional Programs (CIP) 2016,45. Social sciences,12125,5620,6505
Major field of study - Classification of Instructional Programs (CIP) 2016,Business; management and public administration,61940,24105,37830
Major field of study - Classification of Instructional Programs (CIP) 2016,30.16 Accounting and computer science,165,55,110
Major field of study - Classification of Instructional Programs (CIP) 2016,44. Public administration and social service professions,5225,820,4410
Major field of study - Classification of Instructional Programs (CIP) 2016,52. Business; management; marketing and related support services,56550,23235,33310
Major field of study - Classification of Instructional Programs (CIP) 2016,Physical and life sciences and technologies,9470,4440,5030
Major field of study - Classification of Instructional Programs (CIP) 2016,26. Biological and biomedical sciences,3920,1555,2365
Major field of study - Classification of Instructional Programs (CIP) 2016,30.01 Biological and physical sciences,2495,1050,1445
Major field of study - Classification of Instructional Programs (CIP) 2016,30C Other interdisciplinary physical and life sciences,150,40,110
Major field of study - Classification of Instructional Programs (CIP) 2016,40. Physical sciences,2335,1580,755
Major field of study - Classification of Instructional Programs (CIP) 2016,41. Science technologies/technicians,565,215,345
Major field of study - Classification of Instructional Programs (CIP) 2016,Mathematics; computer and information sciences,12345,8120,4225
Major field of study - Classification of Instructional Programs (CIP) 2016,11. Computer and information sciences and support services,10325,7115,3215
Major field of study - Classification of Instructional Programs (CIP) 2016,25. Library science,415,70,350
Major field of study - Classification of Instructional Programs (CIP) 2016,27. Mathematics and statistics,1425,810,615
Major field of study - Classification of Instructional Programs (CIP) 2016,30D Interdisciplinary mathematics; computer and information sciences,175,130,45
Major field of study - Classification of Instructional Programs (CIP) 2016,Architecture; engineering; and related technologies,57580,53435,4150
Major field of study - Classification of Instructional Programs (CIP) 2016,04. Architecture and related services,1770,1345,425
Major field of study - Classification of Instructional Programs (CIP) 2016,14. Engineering,11035,9440,1600
Major field of study - Classification of Instructional Programs (CIP) 2016,15. Engineering technologies and engineering-related fields,13505,12190,1320
Major field of study - Classification of Instructional Programs (CIP) 2016,30.12 Historic preservation and conservation,0,0,0
Major field of study - Classification of Instructional Programs (CIP) 2016,46. Construction trades,12495,12240,260
Major field of study - Classification of Instructional Programs (CIP) 2016,47. Mechanic and repair technologies/technicians,12535,12250,280
Major field of study - Classification of Instructional Programs (CIP) 2016,48. Precision production,6245,5975,275
Major field of study - Classification of Instructional Programs (CIP) 2016,Agriculture; natural resources and conservation,3920,2400,1525
Major field of study - Classification of Instructional Programs (CIP) 2016,01. Agriculture; agriculture operations and related sciences,2355,1430,920
Major field of study - Classification of Instructional Programs (CIP) 2016,03. Natural resources and conservation,1570,965,600
Major field of study - Classification of Instructional Programs (CIP) 2016,Health and related fields,40630,6990,33645
Major field of study - Classification of Instructional Programs (CIP) 2016,31. Parks; recreation; leisure and fitness studies,4450,2280,2170
Major field of study - Classification of Instructional Programs (CIP) 2016,51. Health professions and related programs,35675,4440,31240
Major field of study - Classification of Instructional Programs (CIP) 2016,60. Dental; medical and veterinary residency programs,505,270,235
Major field of study - Classification of Instructional Programs (CIP) 2016,Personal; protective and transportation services,18210,9490,8725
Major field of study - Classification of Instructional Programs (CIP) 2016,12. Personal and culinary services,8545,2220,6325
Major field of study - Classification of Instructional Programs (CIP) 2016,28. Military science; leadership and operational art,20,10,10
Major field of study - Classification of Instructional Programs (CIP) 2016,29. Military technologies and applied sciences,40,35,0
Major field of study - Classification of Instructional Programs (CIP) 2016,43. Security and protective services,7115,4930,2185
Major field of study - Classification of Instructional Programs (CIP) 2016,49. Transportation and materials moving,2495,2285,210
Major field of study - Classification of Instructional Programs (CIP) 2016,Other,45,10,40
Major field of study - Classification of Instructional Programs (CIP) 2016,30.99 Multidisciplinary/interdisciplinary studies; other,45,10,35
Major field of study - Classification of Instructional Programs (CIP) 2016,Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data,349335,168370,180965
Major field of study - Classification of Instructional Programs (CIP) 2016,No postsecondary certificate; diploma or degree,125485,65185,60305
Major field of study - Classification of Instructional Programs (CIP) 2016,Education,12260,2610,9650
Major field of study - Classification of Instructional Programs (CIP) 2016,13. Education,12260,2610,9645
Major field of study - Classification of Instructional Programs (CIP) 2016,Visual and performing arts; and communications technologies,8405,4005,4400
Major field of study - Classification of Instructional Programs (CIP) 2016,10. Communications technologies/technicians and support services,1725,1305,420
Major field of study - Classification of Instructional Programs (CIP) 2016,50. Visual and performing arts,6685,2700,3985
Major field of study - Classification of Instructional Programs (CIP) 2016,Humanities,10405,3555,6850
Major field of study - Classification of Instructional Programs (CIP) 2016,16. Aboriginal and foreign languages; literatures and linguistics,755,120,635
Major field of study - Classification of Instructional Programs (CIP) 2016,23. English language and literature/letters,2835,620,2215
Major field of study - Classification of Instructional Programs (CIP) 2016,24. Liberal arts and sciences; general studies and humanities,2900,885,2015
Major field of study - Classification of Instructional Programs (CIP) 2016,30A Interdisciplinary humanities,70,40,30
Major field of study - Classification of Instructional Programs (CIP) 2016,38. Philosophy and religious studies,595,330,265
Major field of study - Classification of Instructional Programs (CIP) 2016,39. Theology and religious vocations,985,630,355
Major field of study - Classification of Instructional Programs (CIP) 2016,54. History,1830,900,925
Major field of study - Classification of Instructional Programs (CIP) 2016,55. French language and literature/letters,435,35,410
Major field of study - Classification of Instructional Programs (CIP) 2016,Social and behavioural sciences and law,30800,8320,22480
Major field of study - Classification of Instructional Programs (CIP) 2016,05. Area; ethnic; cultural; gender; and group studies,310,40,265
Major field of study - Classification of Instructional Programs (CIP) 2016,09. Communication; journalism and related programs,3550,1385,2160
Major field of study - Classification of Instructional Programs (CIP) 2016,19. Family and consumer sciences/human sciences,5875,330,5545
Major field of study - Classification of Instructional Programs (CIP) 2016,22. Legal professions and studies,6165,1140,5030
Major field of study - Classification of Instructional Programs (CIP) 2016,30B Interdisciplinary social and behavioural sciences,555,80,470
Major field of study - Classification of Instructional Programs (CIP) 2016,42. Psychology,4430,820,3615
Major field of study - Classification of Instructional Programs (CIP) 2016,45. Social sciences,9915,4525,5390
Major field of study - Classification of Instructional Programs (CIP) 2016,Business; management and public administration,50975,19420,31550
Major field of study - Classification of Instructional Programs (CIP) 2016,30.16 Accounting and computer science,145,50,90
Major field of study - Classification of Instructional Programs (CIP) 2016,44. Public administration and social service professions,4310,660,3650
Major field of study - Classification of Instructional Programs (CIP) 2016,52. Business; management; marketing and related support services,46525,18705,27815
Major field of study - Classification of Instructional Programs (CIP) 2016,Physical and life sciences and technologies,7355,3290,4070
Major field of study - Classification of Instructional Programs (CIP) 2016,26. Biological and biomedical sciences,3025,1190,1830
Major field of study - Classification of Instructional Programs (CIP) 2016,30.01 Biological and physical sciences,1945,750,1195
Major field of study - Classification of Instructional Programs (CIP) 2016,30C Other interdisciplinary physical and life sciences,125,30,95
Major field of study - Classification of Instructional Programs (CIP) 2016,40. Physical sciences,1800,1150,650
Major field of study - Classification of Instructional Programs (CIP) 2016,41. Science technologies/technicians,470,170,300
Major field of study - Classification of Instructional Programs (CIP) 2016,Mathematics; computer and information sciences,10925,7215,3705
Major field of study - Classification of Instructional Programs (CIP) 2016,11. Computer and information sciences and support services,9275,6410,2860
Major field of study - Classification of Instructional Programs (CIP) 2016,25. Library science,350,55,295
Major field of study - Classification of Instructional Programs (CIP) 2016,27. Mathematics and statistics,1140,630,510
Major field of study - Classification of Instructional Programs (CIP) 2016,30D Interdisciplinary mathematics; computer and information sciences,165,115,50
Major field of study - Classification of Instructional Programs (CIP) 2016,Architecture; engineering; and related technologies,43695,40250,3445
Major field of study - Classification of Instructional Programs (CIP) 2016,04. Architecture and related services,1395,1040,355
Major field of study - Classification of Instructional Programs (CIP) 2016,14. Engineering,8710,7315,1390
Major field of study - Classification of Instructional Programs (CIP) 2016,15. Engineering technologies and engineering-related fields,10530,9480,1055
Major field of study - Classification of Instructional Programs (CIP) 2016,30.12 Historic preservation and conservation,0,0,0
Major field of study - Classification of Instructional Programs (CIP) 2016,46. Construction trades,9270,9055,215
Major field of study - Classification of Instructional Programs (CIP) 2016,47. Mechanic and repair technologies/technicians,9360,9125,235
Major field of study - Classification of Instructional Programs (CIP) 2016,48. Precision production,4425,4230,195
Major field of study - Classification of Instructional Programs (CIP) 2016,Agriculture; natural resources and conservation,3090,1805,1290
Major field of study - Classification of Instructional Programs (CIP) 2016,01. Agriculture; agriculture operations and related sciences,1815,1035,780
Major field of study - Classification of Instructional Programs (CIP) 2016,03. Natural resources and conservation,1280,770,510
Major field of study - Classification of Instructional Programs (CIP) 2016,Health and related fields,32050,5475,26575
Major field of study - Classification of Instructional Programs (CIP) 2016,31. Parks; recreation; leisure and fitness studies,3540,1770,1770
Major field of study - Classification of Instructional Programs (CIP) 2016,51. Health professions and related programs,28105,3505,24605
Major field of study - Classification of Instructional Programs (CIP) 2016,60. Dental; medical and veterinary residency programs,395,200,200
Major field of study - Classification of Instructional Programs (CIP) 2016,Personal; protective and transportation services,13860,7240,6625
Major field of study - Classification of Instructional Programs (CIP) 2016,12. Personal and culinary services,6315,1555,4755
Major field of study - Classification of Instructional Programs (CIP) 2016,28. Military science; leadership and operational art,15,10,0
Major field of study - Classification of Instructional Programs (CIP) 2016,29. Military technologies and applied sciences,25,25,0
Major field of study - Classification of Instructional Programs (CIP) 2016,43. Security and protective services,5570,3845,1720
Major field of study - Classification of Instructional Programs (CIP) 2016,49. Transportation and materials moving,1945,1800,140
Major field of study - Classification of Instructional Programs (CIP) 2016,Other,25,0,30
Major field of study - Classification of Instructional Programs (CIP) 2016,30.99 Multidisciplinary/interdisciplinary studies; other,30,0,30
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data,523485,252970,270515
Location of study compared with province or territory of residence with countries outside Canada,No postsecondary certificate; diploma or degree,241420,119710,121710
Location of study compared with province or territory of residence with countries outside Canada,Postsecondary certificate; diploma or degree,282060,133260,148805
Location of study compared with province or territory of residence with countries outside Canada,Location of study inside Canada,238330,111075,127255
Location of study compared with province or territory of residence with countries outside Canada,Same as province or territory of residence,225430,104725,120705
Location of study compared with province or territory of residence with countries outside Canada,Different than province or territory of residence,12895,6345,6550
Location of study compared with province or territory of residence with countries outside Canada,Location of study outside Canada,43735,22185,21550
Location of study compared with province or territory of residence with countries outside Canada,United States,6465,3490,2980
Location of study compared with province or territory of residence with countries outside Canada,Philippines,4230,1610,2620
Location of study compared with province or territory of residence with countries outside Canada,India,4845,2440,2400
Location of study compared with province or territory of residence with countries outside Canada,United Kingdom,6380,3780,2600
Location of study compared with province or territory of residence with countries outside Canada,China,1525,705,825
Location of study compared with province or territory of residence with countries outside Canada,France,245,130,115
Location of study compared with province or territory of residence with countries outside Canada,Other,20045,10030,10015
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,349335,168370,180960
Location of study compared with province or territory of residence with countries outside Canada,No postsecondary certificate; diploma or degree,125490,65185,60305
Location of study compared with province or territory of residence with countries outside Canada,Postsecondary certificate; diploma or degree,223845,103190,120655
Location of study compared with province or territory of residence with countries outside Canada,Location of study inside Canada,191025,87365,103660
Location of study compared with province or territory of residence with countries outside Canada,Same as province or territory of residence,181005,82490,98515
Location of study compared with province or territory of residence with countries outside Canada,Different than province or territory of residence,10020,4880,5140
Location of study compared with province or territory of residence with countries outside Canada,Location of study outside Canada,32820,15820,17000
Location of study compared with province or territory of residence with countries outside Canada,United States,5300,2770,2525
Location of study compared with province or territory of residence with countries outside Canada,Philippines,3400,1240,2160
Location of study compared with province or territory of residence with countries outside Canada,India,4125,2015,2110
Location of study compared with province or territory of residence with countries outside Canada,United Kingdom,2980,1705,1275
Location of study compared with province or territory of residence with countries outside Canada,China,1345,605,740
Location of study compared with province or territory of residence with countries outside Canada,France,220,120,105
Location of study compared with province or territory of residence with countries outside Canada,Other,15450,7365,8085
Labour force status,Total - Population aged 15 years and over by Labour force status - 25% sample data,523485,252970,270515
Labour force status,In the labour force,352750,180575,172180
Labour force status,Employed,324375,165625,158750
Labour force status,Unemployed,28380,14950,13425
Labour force status,Not in the labour force,170735,72395,98335
Labour force status,Participation rate,67.4,71.4,63.6
Labour force status,Employment rate,62,65.5,58.7
Labour force status,Unemployment rate,8,8.3,7.8
Work activity during the reference year,Total population aged 15 years and over by work activity during the reference year - 25% sample data,523485,252970,270515
Work activity during the reference year,Did not work,163425,68900,94530
Work activity during the reference year,Worked,360060,184070,175990
Work activity during the reference year,Worked full year; full time,195635,108955,86680
Work activity during the reference year,Worked part year and/or part time,164420,75120,89305
Work activity during the reference year,Average weeks worked in reference year,43.3,44,42.7
Class of worker,Total labour force aged 15 years and over by class of worker - 25% sample data,352750,180575,172180
Class of worker,Class of worker - not applicable,9010,4320,4690
Class of worker,All classes of workers,343740,176250,167490
Class of worker,Employee,309055,154255,154805
Class of worker,Self-employed,34690,22000,12685
Occupation - National Occupational Classification (NOC) 2016,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,352750,180570,172175
Occupation - National Occupational Classification (NOC) 2016,Occupation - not applicable,9010,4320,4690
Occupation - National Occupational Classification (NOC) 2016,All occupations,343740,176255,167490
Occupation - National Occupational Classification (NOC) 2016,0 Management occupations,40195,24155,16040
Occupation - National Occupational Classification (NOC) 2016,1 Business; finance and administration occupations,57860,16330,41530
Occupation - National Occupational Classification (NOC) 2016,2 Natural and applied sciences and related occupations,22520,17760,4760
Occupation - National Occupational Classification (NOC) 2016,3 Health occupations,20795,3270,17525
Occupation - National Occupational Classification (NOC) 2016,4 Occupations in education; law and social; community and government services,41320,12435,28885
Occupation - National Occupational Classification (NOC) 2016,5 Occupations in art; culture; recreation and sport,9690,4410,5280
Occupation - National Occupational Classification (NOC) 2016,6 Sales and service occupations,80975,35230,45740
Occupation - National Occupational Classification (NOC) 2016,7 Trades; transport and equipment operators and related occupations,50515,47385,3130
Occupation - National Occupational Classification (NOC) 2016,8 Natural resources; agriculture and related production occupations,4945,3980,965
Occupation - National Occupational Classification (NOC) 2016,9 Occupations in manufacturing and utilities,14925,11295,3630
Industry - North American Industry Classification System (NAICS) 2012,Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,352750,180570,172180
Industry - North American Industry Classification System (NAICS) 2012,Industry - NAICS2012 - not applicable,9010,4320,4690
Industry - North American Industry Classification System (NAICS) 2012,All industry categories,343740,176255,167485
Industry - North American Industry Classification System (NAICS) 2012,11 Agriculture; forestry; fishing and hunting,3000,1875,1130
Industry - North American Industry Classification System (NAICS) 2012,21 Mining; quarrying; and oil and gas extraction,635,475,160
Industry - North American Industry Classification System (NAICS) 2012,22 Utilities,7560,5555,2005
Industry - North American Industry Classification System (NAICS) 2012,23 Construction,27260,24135,3125
Industry - North American Industry Classification System (NAICS) 2012,31-33 Manufacturing,28645,20935,7705
Industry - North American Industry Classification System (NAICS) 2012,41 Wholesale trade,13325,9045,4275
Industry - North American Industry Classification System (NAICS) 2012,44-45 Retail trade,39965,18850,21110
Industry - North American Industry Classification System (NAICS) 2012,48-49 Transportation and warehousing,16605,12735,3870
Industry - North American Industry Classification System (NAICS) 2012,51 Information and cultural industries,9890,5545,4345
Industry - North American Industry Classification System (NAICS) 2012,52 Finance and insurance,22350,9220,13130
Industry - North American Industry Classification System (NAICS) 2012,53 Real estate and rental and leasing,6615,3335,3280
Industry - North American Industry Classification System (NAICS) 2012,54 Professional; scientific and technical services,24150,12395,11760
Industry - North American Industry Classification System (NAICS) 2012,55 Management of companies and enterprises,835,310,530
Industry - North American Industry Classification System (NAICS) 2012,56 Administrative and support; waste management and remediation services,17420,9970,7455
Industry - North American Industry Classification System (NAICS) 2012,61 Educational services,26940,7640,19295
Industry - North American Industry Classification System (NAICS) 2012,62 Health care and social assistance,36610,5130,31475
Industry - North American Industry Classification System (NAICS) 2012,71 Arts; entertainment and recreation,7600,3965,3640
Industry - North American Industry Classification System (NAICS) 2012,72 Accommodation and food services,20630,8290,12340
Industry - North American Industry Classification System (NAICS) 2012,81 Other services (except public administration),13655,6520,7135
Industry - North American Industry Classification System (NAICS) 2012,91 Public administration,20045,10330,9720
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,324375,165625,158750
Place of work status,Worked at home,21845,10570,11270
Place of work status,Worked outside Canada,910,590,320
Place of work status,No fixed workplace address,39565,29400,10165
Place of work status,Worked at usual place,262055,125060,136995
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,262050,125060,136995
Commuting destination,Commute within census subdivision (CSD) of residence,71425,28995,42435
Commuting destination,Commute to a different census subdivision (CSD) within census division (CD) of residence,72995,34160,38835
Commuting destination,Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,117000,61520,55480
Commuting destination,Commute to a different province or territory,635,390,245
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,301620,154460,147155
Main mode of commuting,Car; truck; van - as a driver,236150,126315,109830
Main mode of commuting,Car; truck; van - as a passenger,18540,8295,10245
Main mode of commuting,Public transit,34015,14155,19860
Main mode of commuting,Walked,9025,3635,5395
Main mode of commuting,Bicycle,970,760,210
Main mode of commuting,Other method,2910,1300,1615
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,301620,154460,147160
Commuting duration,Less than 15 minutes,62610,25975,36635
Commuting duration,15 to 29 minutes,78970,37415,41555
Commuting duration,30 to 44 minutes,55120,30300,24820
Commuting duration,45 to 59 minutes,37390,21685,15705
Commuting duration,60 minutes and over,67525,39075,28450
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,301620,154460,147160
Time leaving for work,Between 5 a.m. and 5:59 a.m.,29350,21505,7840
Time leaving for work,Between 6 a.m. and 6:59 a.m.,59760,34600,25165
Time leaving for work,Between 7 a.m. and 7:59 a.m.,75915,35460,40460
Time leaving for work,Between 8 a.m. and 8:59 a.m.,53540,21165,32375
Time leaving for work,Between 9 a.m. and 11:59 a.m.,32110,13730,18385
Time leaving for work,Between 12 p.m. and 4:59 a.m.,50935,28000,22940
Language used most often at work,Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,371125,189350,181775
Language used most often at work,Single responses,368100,188080,180020
Language used most often at work,Official languages,366560,187255,179310
Language used most often at work,English,364910,186875,178035
Language used most often at work,French,1650,375,1275
Language used most often at work,Non-official languages,1535,825,710
Language used most often at work,Aboriginal languages,0,0,0
Language used most often at work,Algonquian languages,0,0,0
Language used most often at work,Blackfoot,0,0,0
Language used most often at work,Cree-Montagnais languages,0,0,0
Language used most often at work,Atikamekw,0,0,0
Language used most often at work,Montagnais (Innu),0,0,0
Language used most often at work,Moose Cree,0,0,0
Language used most often at work,Naskapi,0,0,0
Language used most often at work,Northern East Cree,0,0,0
Language used most often at work,Plains Cree,0,0,0
Language used most often at work,Southern East Cree,0,0,0
Language used most often at work,Swampy Cree,0,0,0
Language used most often at work,Woods Cree,0,0,0
Language used most often at work,Cree; n.o.s.,0,0,0
Language used most often at work,Eastern Algonquian languages,0,0,0
Language used most often at work,Malecite,0,0,0
Language used most often at work,Mi'kmaq,0,0,0
Language used most often at work,Ojibway-Potawatomi languages,0,0,0
Language used most often at work,Algonquin,0,0,0
Language used most often at work,Ojibway,0,0,0
Language used most often at work,Oji-Cree,0,0,0
Language used most often at work,Ottawa (Odawa),0,0,0
Language used most often at work,Algonquian languages; n.i.e.,0,0,0
Language used most often at work,Athabaskan languages,0,0,0
Language used most often at work,Northern Athabaskan languages,0,0,0
Language used most often at work,Babine (Wetsuwet'en),0,0,0
Language used most often at work,Beaver,0,0,0
Language used most often at work,Carrier,0,0,0
Language used most often at work,Chilcotin,0,0,0
Language used most often at work,Dene,0,0,0
Language used most often at work,Dogrib (Tlicho),0,0,0
Language used most often at work,Gwich'in,0,0,0
Language used most often at work,Sarsi (Sarcee),0,0,0
Language used most often at work,Sekani,0,0,0
Language used most often at work,Slavey-Hare languages,0,0,0
Language used most often at work,North Slavey (Hare),0,0,0
Language used most often at work,South Slavey,0,0,0
Language used most often at work,Slavey; n.o.s.,0,0,0
Language used most often at work,Tahltan languages,0,0,0
Language used most often at work,Kaska (Nahani),0,0,0
Language used most often at work,Tahltan,0,0,0
Language used most often at work,Tutchone languages,0,0,0
Language used most often at work,Northern Tutchone,0,0,0
Language used most often at work,Southern Tutchone,0,0,0
Language used most often at work,Athabaskan languages; n.i.e.,0,0,0
Language used most often at work,Haida,0,0,0
Language used most often at work,Inuit languages,0,0,0
Language used most often at work,Inuinnaqtun (Inuvialuktun),0,0,0
Language used most often at work,Inuktitut,0,0,0
Language used most often at work,Inuit languages; n.i.e.,0,0,0
Language used most often at work,Iroquoian languages,0,0,0
Language used most often at work,Cayuga,0,0,0
Language used most often at work,Mohawk,0,0,0
Language used most often at work,Oneida,0,0,0
Language used most often at work,Iroquoian languages; n.i.e.,0,0,0
Language used most often at work,Kutenai,0,0,0
Language used most often at work,Michif,0,0,0
Language used most often at work,Salish languages,0,0,0
Language used most often at work,Comox,0,0,0
Language used most often at work,Halkomelem,0,0,0
Language used most often at work,Lillooet,0,0,0
Language used most often at work,Okanagan,0,0,0
Language used most often at work,Shuswap (Secwepemctsin),0,0,0
Language used most often at work,Squamish,0,0,0
Language used most often at work,Straits,0,0,0
Language used most often at work,Thompson (Ntlakapamux),0,0,0
